filter_num,layer,filter_num_by_layer,prune_score,class
44,0,44,0.02047255076467991,horse
45,1,0,0.034230612218379974,horse
46,1,1,0.30032554268836975,horse
47,1,2,0.24903324246406555,horse
48,1,3,0.6389828324317932,horse
49,1,4,0.0510319247841835,horse
50,1,5,0.02329196222126484,horse
51,1,6,0.23605160415172577,horse
52,1,7,0.20969881117343903,horse
53,1,8,0.2025538831949234,horse
54,1,9,0.2135949283838272,horse
55,1,10,0.208451509475708,horse
56,1,11,0.31151825189590454,horse
57,1,12,0.05266217887401581,horse
58,1,13,0.06067957356572151,horse
59,1,14,0.09655468910932541,horse
60,1,15,0.15039125084877014,horse
61,1,16,0.037731435149908066,horse
62,1,17,0.11863558739423752,horse
63,1,18,0.04997090622782707,horse
64,1,19,0.09619128704071045,horse
65,1,20,0.040341418236494064,horse
66,1,21,0.20150360465049744,horse
67,1,22,0.021311230957508087,horse
68,2,0,0.10982633382081985,horse
69,2,1,0.10631145536899567,horse
70,2,2,0.1314137578010559,horse
71,2,3,0.10276622325181961,horse
72,2,4,0.09385477006435394,horse
73,2,5,0.02422148361802101,horse
74,2,6,0.32986539602279663,horse
75,2,7,0.019435811787843704,horse
76,2,8,0.01814611442387104,horse
77,2,9,0.18326275050640106,horse
78,2,10,0.08052907884120941,horse
79,2,11,0.06267378479242325,horse
80,2,12,0.07328967750072479,horse
81,2,13,0.28860363364219666,horse
82,2,14,0.49019792675971985,horse
83,2,15,0.1164945736527443,horse
84,2,16,0.13162916898727417,horse
85,2,17,0.025463471189141273,horse
86,2,18,0.07457324117422104,horse
87,2,19,0.03666285425424576,horse
88,2,20,0.08917897194623947,horse
89,2,21,0.05523502454161644,horse
90,2,22,0.1170264258980751,horse
91,2,23,0.03045297972857952,horse
92,2,24,0.1877051591873169,horse
93,2,25,0.09415458142757416,horse
94,2,26,0.07429707795381546,horse
95,2,27,0.0755193755030632,horse
96,2,28,0.06540960818529129,horse
97,2,29,0.013159391470253468,horse
98,2,30,0.07030104845762253,horse
99,2,31,0.06255370378494263,horse
100,2,32,0.053217314183712006,horse
101,2,33,0.11913011968135834,horse
102,2,34,0.08702867478132248,horse
103,2,35,0.1804991215467453,horse
104,2,36,0.07665546238422394,horse
105,2,37,0.03412308171391487,horse
106,2,38,0.05920971930027008,horse
107,2,39,0.06681196391582489,horse
108,2,40,0.1087658628821373,horse
109,2,41,0.10304708778858185,horse
110,2,42,0.10419520735740662,horse
111,2,43,0.12126997113227844,horse
112,2,44,0.10877428203821182,horse
113,2,45,0.3072977364063263,horse
114,2,46,0.09480942785739899,horse
115,2,47,0.11257883906364441,horse
116,2,48,0.27587005496025085,horse
117,3,0,0.07404624670743942,horse
118,3,1,0.0022609385196119547,horse
119,3,2,0.15762391686439514,horse
120,3,3,0.19516870379447937,horse
121,3,4,0.1482805460691452,horse
122,3,5,0.12125086784362793,horse
123,3,6,0.15535582602024078,horse
124,3,7,0.04586248844861984,horse
125,3,8,0.07620704919099808,horse
126,3,9,0.12769505381584167,horse
127,3,10,0.0009693518513813615,horse
128,3,11,0.0911167562007904,horse
129,3,12,0.10903269052505493,horse
130,3,13,0.2319425344467163,horse
131,3,14,0.10566634684801102,horse
132,3,15,0.058338847011327744,horse
133,3,16,0.4135744869709015,horse
134,3,17,0.01280948519706726,horse
135,3,18,0.06840944290161133,horse
136,3,19,0.06929301470518112,horse
137,3,20,0.09090534597635269,horse
138,3,21,0.1421249657869339,horse
139,3,22,0.030404893681406975,horse
140,3,23,0.06536678969860077,horse
141,3,24,0.013550613075494766,horse
142,3,25,0.036133475601673126,horse
143,3,26,0.03087010607123375,horse
144,3,27,0.12714050710201263,horse
145,3,28,0.26205819845199585,horse
146,3,29,0.22197416424751282,horse
147,3,30,0.30981677770614624,horse
148,3,31,0.10562694817781448,horse
149,3,32,0.08763754367828369,horse
150,3,33,0.10733471065759659,horse
151,3,34,0.11464381963014603,horse
152,3,35,0.07555442303419113,horse
153,3,36,0.23713892698287964,horse
154,3,37,0.044595979154109955,horse
155,3,38,0.039102256298065186,horse
156,3,39,0.11190073937177658,horse
157,3,40,0.10833024233579636,horse
158,3,41,0.3706187903881073,horse
159,3,42,0.0852750912308693,horse
160,3,43,0.09414378553628922,horse
161,3,44,0.02039845660328865,horse
162,3,45,0.14545826613903046,horse
163,3,46,0.05291449651122093,horse
0,0,0,0.08871345221996307,ship
1,0,1,0.0004910891293548048,ship
2,0,2,0.21484369039535522,ship
3,0,3,0.23358052968978882,ship
4,0,4,0.0011282236082479358,ship
5,0,5,0.13123387098312378,ship
6,0,6,0.041601426899433136,ship
7,0,7,0.024879606440663338,ship
8,0,8,0.08371144533157349,ship
9,0,9,0.0008275025757029653,ship
10,0,10,0.06988759338855743,ship
11,0,11,0.29072290658950806,ship
12,0,12,0.16536791622638702,ship
13,0,13,0.13168759644031525,ship
14,0,14,0.02721913531422615,ship
15,0,15,0.12244491279125214,ship
16,0,16,0.025487367063760757,ship
17,0,17,0.009181874804198742,ship
18,0,18,0.6404276490211487,ship
19,0,19,0.18457184731960297,ship
20,0,20,7.260232814587653e-05,ship
21,0,21,0.04600631445646286,ship
22,0,22,0.012245053425431252,ship
23,0,23,0.09656798094511032,ship
24,0,24,0.048103105276823044,ship
25,0,25,0.11082921922206879,ship
26,0,26,0.2606229782104492,ship
27,0,27,0.03201203793287277,ship
28,0,28,0.0756305456161499,ship
29,0,29,0.03845040500164032,ship
30,0,30,0.007558188401162624,ship
31,0,31,0.08914550393819809,ship
32,0,32,0.17633084952831268,ship
33,0,33,0.08094145357608795,ship
34,0,34,0.19073383510112762,ship
35,0,35,0.03198254853487015,ship
36,0,36,0.13609331846237183,ship
37,0,37,0.08686745166778564,ship
38,0,38,0.08398803323507309,ship
39,0,39,0.10413768142461777,ship
40,0,40,0.04536227136850357,ship
41,0,41,0.11301799863576889,ship
42,0,42,0.12085963040590286,ship
43,0,43,0.08938877284526825,ship
44,0,44,0.05722904950380325,ship
45,1,0,0.01779257133603096,ship
46,1,1,0.2470451146364212,ship
47,1,2,0.03240722417831421,ship
48,1,3,0.7096407413482666,ship
49,1,4,0.2833324670791626,ship
50,1,5,0.18121591210365295,ship
51,1,6,0.13248363137245178,ship
52,1,7,0.10480311512947083,ship
53,1,8,0.05963556468486786,ship
54,1,9,0.2917834520339966,ship
55,1,10,0.08619032055139542,ship
56,1,11,0.030856730416417122,ship
57,1,12,0.06638991087675095,ship
58,1,13,0.10904543846845627,ship
59,1,14,0.22844137251377106,ship
60,1,15,0.12572768330574036,ship
61,1,16,0.12144522368907928,ship
62,1,17,0.14628857374191284,ship
63,1,18,0.10044262558221817,ship
64,1,19,0.030224302783608437,ship
65,1,20,0.034025639295578,ship
66,1,21,0.010779299773275852,ship
67,1,22,0.2501361072063446,ship
68,2,0,0.013882525265216827,ship
69,2,1,0.035423099994659424,ship
70,2,2,0.042865168303251266,ship
71,2,3,0.49943843483924866,ship
72,2,4,0.08369862288236618,ship
73,2,5,0.25410857796669006,ship
74,2,6,0.06707606464624405,ship
75,2,7,0.09651558101177216,ship
76,2,8,0.0043073236010968685,ship
77,2,9,0.14244766533374786,ship
78,2,10,0.011304913088679314,ship
79,2,11,0.10509705543518066,ship
80,2,12,0.0033504709135740995,ship
81,2,13,0.2702733874320984,ship
82,2,14,0.032452140003442764,ship
83,2,15,0.20980510115623474,ship
84,2,16,0.06282660365104675,ship
85,2,17,0.15120811760425568,ship
86,2,18,0.08173450082540512,ship
87,2,19,0.0958746150135994,ship
88,2,20,0.1255308985710144,ship
89,2,21,0.09976304322481155,ship
90,2,22,0.20602451264858246,ship
91,2,23,0.06597333401441574,ship
92,2,24,0.16511189937591553,ship
93,2,25,0.1153242290019989,ship
94,2,26,0.13368690013885498,ship
95,2,27,0.11394986510276794,ship
96,2,28,0.013144055381417274,ship
97,2,29,0.1395062953233719,ship
98,2,30,0.014138534665107727,ship
99,2,31,0.016735883429646492,ship
100,2,32,0.2039390206336975,ship
101,2,33,0.09005241841077805,ship
102,2,34,0.08457646518945694,ship
103,2,35,0.07074122130870819,ship
104,2,36,0.008857231587171555,ship
105,2,37,0.29992374777793884,ship
106,2,38,0.0901418998837471,ship
107,2,39,0.04509677737951279,ship
108,2,40,0.14195793867111206,ship
109,2,41,0.16356733441352844,ship
110,2,42,0.025589043274521828,ship
111,2,43,0.024750037118792534,ship
112,2,44,0.06511519104242325,ship
113,2,45,0.2655045986175537,ship
114,2,46,0.09897567331790924,ship
115,2,47,0.04374385252594948,ship
116,2,48,0.09423310309648514,ship
117,3,0,0.1260737180709839,ship
118,3,1,0.10111918300390244,ship
119,3,2,0.058921582996845245,ship
120,3,3,0.10382784157991409,ship
121,3,4,0.013556748628616333,ship
122,3,5,0.2369770109653473,ship
123,3,6,0.10475814342498779,ship
124,3,7,0.04087059944868088,ship
125,3,8,0.06394896656274796,ship
126,3,9,0.18321411311626434,ship
127,3,10,0.03834150359034538,ship
128,3,11,0.24635526537895203,ship
129,3,12,0.11044255644083023,ship
130,3,13,0.17113859951496124,ship
131,3,14,0.21305835247039795,ship
132,3,15,0.04638015478849411,ship
133,3,16,0.10478124767541885,ship
134,3,17,0.07922856509685516,ship
135,3,18,0.07053913176059723,ship
136,3,19,0.07434560358524323,ship
137,3,20,0.08592799305915833,ship
138,3,21,0.26549509167671204,ship
139,3,22,0.021830927580595016,ship
140,3,23,0.08177340030670166,ship
141,3,24,0.06850187480449677,ship
142,3,25,0.07791343331336975,ship
143,3,26,0.18356317281723022,ship
144,3,27,0.15935558080673218,ship
145,3,28,0.009713949635624886,ship
146,3,29,0.12286008894443512,ship
147,3,30,0.11447455734014511,ship
148,3,31,0.08853845298290253,ship
149,3,32,0.25786837935447693,ship
150,3,33,0.026812631636857986,ship
151,3,34,0.03781871870160103,ship
152,3,35,0.05559837073087692,ship
153,3,36,0.22686906158924103,ship
154,3,37,0.0957636907696724,ship
155,3,38,0.023243097588419914,ship
156,3,39,0.1147632896900177,ship
157,3,40,0.10498131066560745,ship
158,3,41,0.2012980729341507,ship
159,3,42,0.0855264663696289,ship
160,3,43,0.11618781834840775,ship
161,3,44,0.48016825318336487,ship
162,3,45,0.1508396416902542,ship
163,3,46,0.10609263181686401,ship
0,0,0,0.22745218873023987,automobile
1,0,1,0.10794796794652939,automobile
2,0,2,0.16465292870998383,automobile
3,0,3,0.14427126944065094,automobile
4,0,4,0.023672951385378838,automobile
5,0,5,0.15163259208202362,automobile
6,0,6,0.05042419582605362,automobile
7,0,7,0.005052538588643074,automobile
8,0,8,0.06522209197282791,automobile
9,0,9,0.11658816039562225,automobile
10,0,10,0.10856849700212479,automobile
11,0,11,0.13691508769989014,automobile
12,0,12,0.23229585587978363,automobile
13,0,13,0.09447316825389862,automobile
14,0,14,0.03372375667095184,automobile
15,0,15,0.023700851947069168,automobile
16,0,16,0.22539718449115753,automobile
17,0,17,0.05759032070636749,automobile
18,0,18,0.29287680983543396,automobile
19,0,19,0.1348077654838562,automobile
20,0,20,0.0476231724023819,automobile
21,0,21,0.1847873032093048,automobile
22,0,22,0.04434069246053696,automobile
23,0,23,0.1552983522415161,automobile
24,0,24,0.241949662566185,automobile
25,0,25,0.005371155217289925,automobile
26,0,26,0.2838982343673706,automobile
27,0,27,0.04998445138335228,automobile
28,0,28,0.12170340120792389,automobile
29,0,29,0.008042587898671627,automobile
30,0,30,0.07660000771284103,automobile
31,0,31,0.4084186553955078,automobile
32,0,32,0.1399962604045868,automobile
33,0,33,0.07745423167943954,automobile
34,0,34,0.08659792691469193,automobile
35,0,35,0.007353459484875202,automobile
36,0,36,0.18496301770210266,automobile
37,0,37,0.08872156590223312,automobile
38,0,38,0.18556731939315796,automobile
39,0,39,0.15890717506408691,automobile
40,0,40,0.06446167081594467,automobile
41,0,41,0.22287705540657043,automobile
42,0,42,0.009343432262539864,automobile
43,0,43,0.10104360431432724,automobile
44,0,44,0.027767734602093697,automobile
45,1,0,0.06809855997562408,automobile
46,1,1,0.4094139635562897,automobile
47,1,2,0.005411583464592695,automobile
48,1,3,0.01950494386255741,automobile
49,1,4,0.17170339822769165,automobile
50,1,5,0.1136508509516716,automobile
51,1,6,0.17209672927856445,automobile
52,1,7,0.19475287199020386,automobile
53,1,8,0.18490435183048248,automobile
54,1,9,0.05296211689710617,automobile
55,1,10,0.33072081208229065,automobile
56,1,11,0.4446316063404083,automobile
57,1,12,0.06798586994409561,automobile
58,1,13,0.13726738095283508,automobile
59,1,14,0.03526345267891884,automobile
60,1,15,0.3948858380317688,automobile
61,1,16,0.08865536004304886,automobile
62,1,17,0.23739084601402283,automobile
63,1,18,0.02908201701939106,automobile
64,1,19,0.018021536991000175,automobile
65,1,20,0.02321275882422924,automobile
66,1,21,0.32214662432670593,automobile
67,1,22,0.15157751739025116,automobile
68,2,0,0.041610728949308395,automobile
69,2,1,0.20551887154579163,automobile
70,2,2,0.08360820263624191,automobile
71,2,3,0.347417950630188,automobile
72,2,4,0.005157260224223137,automobile
73,2,5,0.38382020592689514,automobile
74,2,6,0.09702899307012558,automobile
75,2,7,0.11452949047088623,automobile
76,2,8,0.0648229643702507,automobile
77,2,9,0.139786496758461,automobile
78,2,10,0.003151179291307926,automobile
79,2,11,0.009226890280842781,automobile
80,2,12,0.043478481471538544,automobile
81,2,13,0.009165639989078045,automobile
82,2,14,0.011661263182759285,automobile
83,2,15,0.0017697886796668172,automobile
84,2,16,0.2200043499469757,automobile
85,2,17,0.15263980627059937,automobile
86,2,18,0.005379458423703909,automobile
87,2,19,0.015538922511041164,automobile
88,2,20,0.005238092504441738,automobile
89,2,21,0.1361861675977707,automobile
90,2,22,0.08726157248020172,automobile
91,2,23,0.01784641481935978,automobile
92,2,24,0.12293266505002975,automobile
93,2,25,0.002392744179815054,automobile
94,2,26,0.20193395018577576,automobile
95,2,27,0.024060428142547607,automobile
96,2,28,0.005166880786418915,automobile
97,2,29,0.12210216373205185,automobile
98,2,30,0.05662546679377556,automobile
99,2,31,0.041024766862392426,automobile
100,2,32,0.3893190920352936,automobile
101,2,33,0.23365479707717896,automobile
102,2,34,0.07435565441846848,automobile
103,2,35,0.0879010260105133,automobile
104,2,36,0.00021911587100476027,automobile
105,2,37,0.11275351792573929,automobile
106,2,38,0.1038491353392601,automobile
107,2,39,0.1789223551750183,automobile
108,2,40,0.09050928056240082,automobile
109,2,41,0.06486119329929352,automobile
110,2,42,0.2014591097831726,automobile
111,2,43,0.06780590862035751,automobile
112,2,44,0.03498666733503342,automobile
113,2,45,0.2647668719291687,automobile
114,2,46,0.016555050387978554,automobile
115,2,47,0.0701618567109108,automobile
116,2,48,0.22068259119987488,automobile
117,3,0,0.048263728618621826,automobile
118,3,1,0.03788559511303902,automobile
119,3,2,0.3331271708011627,automobile
120,3,3,0.054493218660354614,automobile
121,3,4,0.00827681552618742,automobile
122,3,5,0.023059243336319923,automobile
123,3,6,0.10815533250570297,automobile
124,3,7,0.05539069324731827,automobile
125,3,8,0.035858556628227234,automobile
126,3,9,0.012130512855947018,automobile
127,3,10,0.05459756776690483,automobile
128,3,11,0.019276579841971397,automobile
129,3,12,0.08933278173208237,automobile
130,3,13,0.12502305209636688,automobile
131,3,14,0.14297333359718323,automobile
132,3,15,0.1203722208738327,automobile
133,3,16,0.14207133650779724,automobile
134,3,17,0.055924732238054276,automobile
135,3,18,0.1973564773797989,automobile
136,3,19,0.17577296495437622,automobile
137,3,20,0.23820063471794128,automobile
138,3,21,0.10186193883419037,automobile
139,3,22,0.1375502496957779,automobile
140,3,23,0.3791503608226776,automobile
141,3,24,0.00788850523531437,automobile
142,3,25,0.09231101721525192,automobile
143,3,26,0.27401599287986755,automobile
144,3,27,0.08435384184122086,automobile
145,3,28,0.18359625339508057,automobile
146,3,29,0.1406162679195404,automobile
147,3,30,0.10017994046211243,automobile
148,3,31,0.0022787407506257296,automobile
149,3,32,0.1462000608444214,automobile
150,3,33,0.20042233169078827,automobile
151,3,34,0.10553022474050522,automobile
152,3,35,0.018387529999017715,automobile
153,3,36,0.06539782136678696,automobile
154,3,37,0.026868533343076706,automobile
155,3,38,0.015921341255307198,automobile
156,3,39,0.27340835332870483,automobile
157,3,40,0.02796565182507038,automobile
158,3,41,0.15043407678604126,automobile
159,3,42,0.1037142276763916,automobile
160,3,43,0.06434787064790726,automobile
161,3,44,0.23276671767234802,automobile
162,3,45,0.2058737874031067,automobile
163,3,46,0.19608207046985626,automobile
0,0,0,0.1094043031334877,truck
1,0,1,0.20956411957740784,truck
2,0,2,0.16405817866325378,truck
3,0,3,0.09934147447347641,truck
4,0,4,0.03922942280769348,truck
5,0,5,0.20533736050128937,truck
6,0,6,0.007609447464346886,truck
7,0,7,0.0663258284330368,truck
8,0,8,0.14285768568515778,truck
9,0,9,0.11016824096441269,truck
10,0,10,0.10369905084371567,truck
11,0,11,0.3784882724285126,truck
12,0,12,0.09078620374202728,truck
13,0,13,0.04060869663953781,truck
14,0,14,0.15145227313041687,truck
15,0,15,0.04358437657356262,truck
16,0,16,0.1602202206850052,truck
17,0,17,0.024689964950084686,truck
18,0,18,0.39801105856895447,truck
19,0,19,0.2712739109992981,truck
20,0,20,0.08733881264925003,truck
21,0,21,0.035246580839157104,truck
22,0,22,0.03967667371034622,truck
23,0,23,0.10703501850366592,truck
24,0,24,0.1614142805337906,truck
25,0,25,0.048213373869657516,truck
26,0,26,0.09562361985445023,truck
27,0,27,0.04616808146238327,truck
28,0,28,0.20384173095226288,truck
29,0,29,0.028767907992005348,truck
30,0,30,0.059429001063108444,truck
31,0,31,0.0008839958463795483,truck
32,0,32,0.0012825035955756903,truck
33,0,33,0.1243310496211052,truck
34,0,34,0.09532622992992401,truck
35,0,35,0.01150877308100462,truck
36,0,36,0.02149309031665325,truck
37,0,37,0.12343363463878632,truck
38,0,38,0.1741640716791153,truck
39,0,39,0.20585450530052185,truck
40,0,40,0.11239206045866013,truck
41,0,41,0.1408746987581253,truck
42,0,42,0.1987672746181488,truck
43,0,43,0.28755784034729004,truck
44,0,44,0.06616514176130295,truck
45,1,0,0.0400877371430397,truck
46,1,1,0.25171545147895813,truck
47,1,2,0.32953640818595886,truck
48,1,3,0.19835223257541656,truck
49,1,4,0.26278412342071533,truck
50,1,5,0.22452488541603088,truck
51,1,6,0.0966629758477211,truck
52,1,7,0.18282276391983032,truck
53,1,8,0.01065304409712553,truck
54,1,9,0.3477020859718323,truck
55,1,10,0.04281987249851227,truck
56,1,11,0.00710711907595396,truck
57,1,12,0.03376667574048042,truck
58,1,13,0.31067511439323425,truck
59,1,14,0.1898452192544937,truck
60,1,15,0.5143547654151917,truck
61,1,16,0.08735225349664688,truck
62,1,17,0.08375051617622375,truck
63,1,18,0.05511855706572533,truck
64,1,19,0.21664683520793915,truck
65,1,20,0.1405893713235855,truck
66,1,21,0.10913433134555817,truck
67,1,22,0.08608108758926392,truck
68,2,0,0.08236037194728851,truck
69,2,1,0.1541387289762497,truck
70,2,2,0.11713112890720367,truck
71,2,3,0.04851444065570831,truck
72,2,4,0.0443551242351532,truck
73,2,5,0.06553445011377335,truck
74,2,6,0.18253454566001892,truck
75,2,7,0.01068077702075243,truck
76,2,8,0.19185489416122437,truck
77,2,9,0.24526114761829376,truck
78,2,10,0.06023162230849266,truck
79,2,11,0.09218831360340118,truck
80,2,12,0.0832817479968071,truck
81,2,13,0.09259941428899765,truck
82,2,14,0.12674038112163544,truck
83,2,15,0.06526636332273483,truck
84,2,16,0.11098790913820267,truck
85,2,17,0.26730379462242126,truck
86,2,18,0.004798725247383118,truck
87,2,19,0.11663201451301575,truck
88,2,20,0.2618315517902374,truck
89,2,21,0.13170717656612396,truck
90,2,22,0.12402766942977905,truck
91,2,23,0.012076255865395069,truck
92,2,24,0.03846045210957527,truck
93,2,25,0.23715424537658691,truck
94,2,26,0.12022899836301804,truck
95,2,27,0.05581599101424217,truck
96,2,28,0.09376732259988785,truck
97,2,29,0.2995700240135193,truck
98,2,30,0.16383275389671326,truck
99,2,31,0.10004568845033646,truck
100,2,32,0.00501902773976326,truck
101,2,33,0.09096033871173859,truck
102,2,34,0.039675746113061905,truck
103,2,35,0.09374064207077026,truck
104,2,36,0.036135975271463394,truck
105,2,37,0.056978076696395874,truck
106,2,38,0.03486602008342743,truck
