filter_num,layer,filter_num_by_layer,prune_score,class
94,2,28,0.0676046684384346,t
95,2,29,0.013882429338991642,t
96,2,30,0.028411364182829857,t
97,2,31,0.03210834786295891,t
98,2,32,0.003978156950324774,t
99,2,33,0.0006039568106643856,t
100,2,34,0.0073937298730015755,t
101,2,35,0.09952137619256973,t
102,2,36,0.030984574928879738,t
103,2,37,0.02078789658844471,t
104,2,38,0.05353797599673271,t
105,2,39,0.5962761044502258,t
106,2,40,0.010713651776313782,t
107,2,41,0.10826193541288376,t
108,2,42,0.007961038500070572,t
109,2,43,0.0023207429330796003,t
110,2,44,0.07934490591287613,t
111,2,45,0.0001782410399755463,t
112,2,46,0.05464574694633484,t
113,2,47,0.026821088045835495,t
114,3,0,0.001409698510542512,t
115,3,1,0.017172796651721,t
116,3,2,0.06117546558380127,t
117,3,3,0.09303548187017441,t
118,3,4,0.011232051067054272,t
119,3,5,0.013133181259036064,t
120,3,6,0.015200275927782059,t
121,3,7,0.044585537165403366,t
122,3,8,0.0008521606214344501,t
123,3,9,0.05640199035406113,t
124,3,10,0.019346510991454124,t
125,3,11,0.009693744592368603,t
126,3,12,0.0016253944486379623,t
127,3,13,0.010112142190337181,t
128,3,14,0.044892117381095886,t
129,3,15,0.0012335662031546235,t
130,3,16,0.0009181327186524868,t
131,3,17,0.0007513407035730779,t
132,3,18,0.07342717051506042,t
133,3,19,0.0004194983630441129,t
134,3,20,0.006485695485025644,t
135,3,21,0.0165171567350626,t
136,3,22,0.06290566176176071,t
137,3,23,0.013069347478449345,t
138,3,24,0.08698571473360062,t
139,3,25,0.008596459403634071,t
140,3,26,4.661029379349202e-05,t
141,3,27,0.3360083997249603,t
142,3,28,0.0006294320919550955,t
143,3,29,0.03103705868124962,t
144,3,30,0.003318370785564184,t
145,3,31,0.017181571573019028,t
146,3,32,0.09791593998670578,t
147,3,33,0.002293067052960396,t
148,3,34,0.028228290379047394,t
149,3,35,0.009580952115356922,t
150,3,36,0.0072549921460449696,t
151,3,37,0.030105791985988617,t
152,3,38,0.005478136241436005,t
153,3,39,1.6495625459356233e-05,t
154,3,40,0.0006375546799972653,t
155,3,41,0.03485216945409775,t
156,3,42,0.03098827414214611,t
157,3,43,0.025485342368483543,t
158,3,44,0.01269993744790554,t
159,3,45,0.1958990842103958,t
160,3,46,0.004810740705579519,t
161,3,47,0.030222902074456215,t
162,3,48,0.040553465485572815,t
163,3,49,0.374765008687973,t
164,3,50,0.03998388722538948,t
165,3,51,0.00028438333538360894,t
166,3,52,0.008548445999622345,t
167,3,53,0.025200339034199715,t
168,3,54,0.3510838449001312,t
169,3,55,0.002590707503259182,t
170,3,56,0.001271786168217659,t
171,3,57,0.04451102763414383,t
172,3,58,0.008184295147657394,t
173,3,59,0.03049696795642376,t
174,3,60,0.030594414100050926,t
175,3,61,0.023601897060871124,t
176,3,62,0.034294817596673965,t
177,3,63,0.02186199650168419,t
178,3,64,0.1618342101573944,t
179,3,65,0.7025766372680664,t
0,0,0,0.011643975041806698,2
1,0,1,0.010795858688652515,2
2,0,2,0.01358887180685997,2
3,0,3,0.003523490857332945,2
4,0,4,0.006868190597742796,2
5,0,5,0.043344058096408844,2
6,0,6,0.0220273919403553,2
7,0,7,0.03524866700172424,2
8,0,8,0.00784837082028389,2
9,0,9,0.006769310683012009,2
10,0,10,0.00647498806938529,2
11,0,11,0.04976857453584671,2
12,0,12,0.10447420924901962,2
13,0,13,0.003509972244501114,2
14,0,14,0.030613575130701065,2
15,0,15,0.01773364283144474,2
16,0,16,0.005047455430030823,2
17,0,17,0.035031285136938095,2
18,0,18,0.001736460137180984,2
19,0,19,0.06436900794506073,2
20,0,20,0.008093575946986675,2
21,0,21,0.017966831102967262,2
22,0,22,0.03203321993350983,2
23,0,23,0.03248432278633118,2
24,0,24,0.004968082532286644,2
25,0,25,0.002812867984175682,2
26,0,26,0.002362874336540699,2
27,0,27,0.0458231046795845,2
28,0,28,0.025495821610093117,2
29,0,29,0.0011322248028591275,2
30,0,30,0.08023210614919662,2
31,0,31,0.0025945536326617002,2
32,0,32,0.014072802849113941,2
33,0,33,0.062012456357479095,2
34,0,34,0.005655620247125626,2
35,0,35,0.034741271287202835,2
36,0,36,0.043159518390893936,2
37,0,37,0.261572927236557,2
38,0,38,0.2682149112224579,2
39,0,39,0.020904244855046272,2
40,0,40,0.011501548811793327,2
41,0,41,0.07495640963315964,2
42,0,42,0.24588584899902344,2
43,0,43,0.009062561206519604,2
44,0,44,0.005660551600158215,2
45,0,45,0.015366120263934135,2
46,0,46,0.01234551053494215,2
47,0,47,0.7943369746208191,2
48,0,48,0.34392768144607544,2
49,0,49,0.008809010498225689,2
50,1,0,0.027833161875605583,2
51,1,1,0.0018843096913769841,2
52,1,2,0.031018797308206558,2
53,1,3,0.009637708775699139,2
54,1,4,0.0001750518276821822,2
55,1,5,0.012439083307981491,2
56,1,6,0.005264640785753727,2
57,1,7,0.0032456053886562586,2
58,1,8,0.014284352771937847,2
59,1,9,0.9983243942260742,2
60,1,10,0.016632389277219772,2
61,1,11,0.0069905431009829044,2
62,1,12,0.004409282002598047,2
63,1,13,0.02097366377711296,2
64,1,14,0.014914809726178646,2
65,1,15,0.010530049912631512,2
66,2,0,0.0015869013732299209,2
67,2,1,0.02136782370507717,2
68,2,2,0.01065515261143446,2
69,2,3,0.0018442451255396008,2
70,2,4,0.006711849011480808,2
71,2,5,0.07162164896726608,2
72,2,6,0.058124881237745285,2
73,2,7,0.006697626784443855,2
74,2,8,0.0036571132950484753,2
75,2,9,0.03100859560072422,2
76,2,10,0.009352498687803745,2
77,2,11,0.0075296154245734215,2
78,2,12,0.004495387431234121,2
79,2,13,5.8663390518631786e-05,2
80,2,14,0.03835944086313248,2
81,2,15,0.00792761892080307,2
82,2,16,0.0013474628794938326,2
83,2,17,0.01012763474136591,2
84,2,18,0.047613125294446945,2
85,2,19,0.0006652292213402689,2
86,2,20,0.0634806677699089,2
87,2,21,0.05721699818968773,2
88,2,22,0.005836891010403633,2
89,2,23,0.007089424878358841,2
90,2,24,0.024668877944350243,2
91,2,25,0.011341131292283535,2
92,2,26,0.012570449151098728,2
93,2,27,0.002255478175356984,2
94,2,28,0.019045421853661537,2
95,2,29,0.0026801733765751123,2
96,2,30,0.004067993722856045,2
97,2,31,0.00265397853218019,2
98,2,32,0.0009074930567294359,2
99,2,33,0.0023932254407554865,2
100,2,34,0.0065337843261659145,2
101,2,35,0.014460612088441849,2
102,2,36,0.001480725477449596,2
103,2,37,0.01718882843852043,2
104,2,38,0.000987304374575615,2
105,2,39,0.984809160232544,2
106,2,40,0.0007668993202969432,2
107,2,41,0.0002458274830132723,2
108,2,42,0.05027652904391289,2
109,2,43,0.0031188575085252523,2
110,2,44,0.027150267735123634,2
111,2,45,0.000479550042655319,2
112,2,46,0.05789022520184517,2
113,2,47,0.008131079375743866,2
114,3,0,0.00015646372048649937,2
115,3,1,0.003267092164605856,2
116,3,2,0.000828405492939055,2
117,3,3,0.13624870777130127,2
118,3,4,0.04445755481719971,2
119,3,5,0.003222034778445959,2
120,3,6,0.001009388011880219,2
121,3,7,0.22771413624286652,2
122,3,8,0.00024086382472887635,2
123,3,9,0.23577244579792023,2
124,3,10,0.00016110406431835145,2
125,3,11,0.00019894853176083416,2
126,3,12,0.0018637219909578562,2
127,3,13,0.06682813912630081,2
128,3,14,0.0003510596579872072,2
129,3,15,0.002058603335171938,2
130,3,16,2.3420327124767937e-05,2
131,3,17,0.0006551111582666636,2
132,3,18,0.00963127426803112,2
133,3,19,1.5405462461259845e-09,2
134,3,20,0.0785001590847969,2
135,3,21,0.0019131063017994165,2
136,3,22,5.293871436151676e-05,2
137,3,23,0.12081998586654663,2
138,3,24,0.36019206047058105,2
139,3,25,0.005341884680092335,2
140,3,26,0.0005950324703007936,2
141,3,27,0.5870073437690735,2
142,3,28,0.0001871957501862198,2
143,3,29,0.0035574170760810375,2
144,3,30,0.0001388873060932383,2
145,3,31,0.09878212958574295,2
146,3,32,0.07302895188331604,2
147,3,33,0.0012073691468685865,2
148,3,34,0.24761730432510376,2
149,3,35,0.06431356817483902,2
150,3,36,1.1863857253047172e-05,2
151,3,37,0.0011943214340135455,2
152,3,38,0.012132270261645317,2
153,3,39,0.00028774389647878706,2
154,3,40,0.0,2
155,3,41,0.18089735507965088,2
156,3,42,0.21910014748573303,2
157,3,43,3.268516229582019e-05,2
158,3,44,0.000817270774859935,2
159,3,45,0.092636339366436,2
160,3,46,0.04133635014295578,2
161,3,47,0.27650558948516846,2
162,3,48,0.0010102423839271069,2
163,3,49,0.08102155476808548,2
164,3,50,0.0033981597516685724,2
165,3,51,0.009763400070369244,2
166,3,52,1.4488471606455278e-05,2
167,3,53,0.12769746780395508,2
168,3,54,0.03754765912890434,2
169,3,55,0.02421564608812332,2
170,3,56,0.0004814834101125598,2
171,3,57,0.00037626049015671015,2
172,3,58,0.09799432009458542,2
173,3,59,0.1552959382534027,2
174,3,60,0.18510273098945618,2
175,3,61,0.0007139771478250623,2
176,3,62,0.002008700044825673,2
177,3,63,0.1057557687163353,2
178,3,64,0.10057719796895981,2
179,3,65,0.0993819460272789,2
0,0,0,0.05252382904291153,13
1,0,1,0.02994547411799431,13
2,0,2,0.030823390930891037,13
3,0,3,0.02109343558549881,13
4,0,4,0.021789785474538803,13
5,0,5,0.1952437162399292,13
6,0,6,0.03605879843235016,13
7,0,7,0.0056458269245922565,13
8,0,8,0.013231150805950165,13
9,0,9,0.1589910089969635,13
10,0,10,0.024991704151034355,13
11,0,11,0.029398208484053612,13
12,0,12,0.10081709921360016,13
13,0,13,0.0017725072102621198,13
14,0,14,0.0060136811807751656,13
15,0,15,0.04099632799625397,13
16,0,16,0.003809390589594841,13
17,0,17,0.13234877586364746,13
18,0,18,0.2683058977127075,13
19,0,19,0.03769456595182419,13
20,0,20,0.07707931101322174,13
21,0,21,0.1748913675546646,13
22,0,22,0.05709186568856239,13
23,0,23,0.04738777503371239,13
24,0,24,0.0077384766191244125,13
25,0,25,0.003530349815264344,13
26,0,26,0.04162139445543289,13
27,0,27,0.19015814363956451,13
28,0,28,0.011407632380723953,13
29,0,29,0.004298788961023092,13
30,0,30,0.06549135595560074,13
31,0,31,0.08405454456806183,13
32,0,32,0.020729029551148415,13
33,0,33,0.16953033208847046,13
34,0,34,0.02193862944841385,13
35,0,35,0.03807144612073898,13
36,0,36,0.052326884120702744,13
37,0,37,0.1935795247554779,13
38,0,38,0.21768441796302795,13
39,0,39,0.016193794086575508,13
40,0,40,0.01047681737691164,13
41,0,41,0.054256584495306015,13
42,0,42,0.18246017396450043,13
43,0,43,0.16578681766986847,13
44,0,44,0.0023373921867460012,13
45,0,45,0.07387407124042511,13
46,0,46,0.08227619528770447,13
47,0,47,0.6789528727531433,13
48,0,48,0.24310852587223053,13
49,0,49,0.1365770548582077,13
50,1,0,0.14662541449069977,13
51,1,1,0.004674679599702358,13
52,1,2,0.21491576731204987,13
53,1,3,0.022220192477107048,13
54,1,4,0.15227442979812622,13
55,1,5,0.07492265105247498,13
56,1,6,0.16480496525764465,13
57,1,7,0.15480919182300568,13
58,1,8,0.1395452618598938,13
59,1,9,0.9000722169876099,13
60,1,10,0.08532807976007462,13
61,1,11,0.006852178834378719,13
62,1,12,0.07367190718650818,13
63,1,13,0.045206476002931595,13
64,1,14,0.08091424405574799,13
65,1,15,0.030335523188114166,13
66,2,0,0.00171336205676198,13
67,2,1,0.04021625593304634,13
68,2,2,0.03436983376741409,13
69,2,3,0.02595975436270237,13
70,2,4,0.08241402357816696,13
71,2,5,0.08469721674919128,13
72,2,6,0.07021460682153702,13
73,2,7,0.0004876010643783957,13
74,2,8,0.00402163527905941,13
75,2,9,0.13503341376781464,13
76,2,10,0.028686586767435074,13
77,2,11,0.05640972778201103,13
78,2,12,0.039880529046058655,13
79,2,13,0.0001302543532801792,13
80,2,14,0.10807441174983978,13
81,2,15,0.05323231220245361,13
82,2,16,0.027337970212101936,13
83,2,17,0.01228296011686325,13
84,2,18,0.016308795660734177,13
85,2,19,0.05697276070713997,13
86,2,20,0.027067003771662712,13
87,2,21,0.06564342230558395,13
